Unnamed: 0,Site,Publication,Period,Lower_ context_date,Upper_context_date,Amphora_type,Provenance,Frequency,Notes,Amphora_type_lower_date,Amphora_type_upper_date,Pleiades URI,Latitude,Longitude
1109,"Roma, suburbium","Zampini S., Anfore, in: Maria Luisa Marchi e Fiorenzo Catalli eds, Suburbio di Roma. Una residenza produttiva lungo la via Cornelia, Bari 2008.",EI,1,200,Cretan,Aegean,16.0,,1,200,https://pleiades.stoa.org/places/607225751,41.891775,12.486137
1110,"Roma, suburbium","Zampini S., Anfore, in: Maria Luisa Marchi e Fiorenzo Catalli eds, Suburbio di Roma. Una residenza produttiva lungo la via Cornelia, Bari 2008.",EI/LI,200,400,Almagro 50,Lusitania,1.0,,200,500,https://pleiades.stoa.org/places/607225751,41.891775,12.486137
1111,"Roma, suburbium","Zampini S., Anfore, in: Maria Luisa Marchi e Fiorenzo Catalli eds, Suburbio di Roma. Una residenza produttiva lungo la via Cornelia, Bari 2008.",EI/LI,200,400,AfricanaII,Africa,1.0,,150,400,https://pleiades.stoa.org/places/607225751,41.891775,12.486137
1112,"Roma, suburbium","Zampini S., Anfore, in: Maria Luisa Marchi e Fiorenzo Catalli eds, Suburbio di Roma. Una residenza produttiva lungo la via Cornelia, Bari 2008.",EI/LI,200,400,AfricanaIIC,Africa,1.0,,150,400,https://pleiades.stoa.org/places/607225751,41.891775,12.486137
1113,"Roma, suburbium","Zampini S., Anfore, in: Maria Luisa Marchi e Fiorenzo Catalli eds, Suburbio di Roma. Una residenza produttiva lungo la via Cornelia, Bari 2008.",EI/LI,200,400,AfricanaIID,Africa,2.0,,150,400,https://pleiades.stoa.org/places/607225751,41.891775,12.486137
1114,"Roma, suburbium","Zampini S., Anfore, in: Maria Luisa Marchi e Fiorenzo Catalli eds, Suburbio di Roma. Una residenza produttiva lungo la via Cornelia, Bari 2008.",EI/LI,200,400,Agora F65-66,Aegean,1.0,,-50,400,https://pleiades.stoa.org/places/607225751,41.891775,12.486137
1115,"Roma, suburbium","Zampini S., Anfore, in: Maria Luisa Marchi e Fiorenzo Catalli eds, Suburbio di Roma. Una residenza produttiva lungo la via Cornelia, Bari 2008.",LI,300,700,Keay 25,Africa,1.0,,300,450,https://pleiades.stoa.org/places/607225751,41.891775,12.486137
1116,"Roma, suburbium","Zampini S., Anfore, in: Maria Luisa Marchi e Fiorenzo Catalli eds, Suburbio di Roma. Una residenza produttiva lungo la via Cornelia, Bari 2008.",LI,300,700,Keay 26 ,Africa,1.0,,375,700,https://pleiades.stoa.org/places/607225751,41.891775,12.486137
1117,"Roma, suburbium","Zampini S., Anfore, in: Maria Luisa Marchi e Fiorenzo Catalli eds, Suburbio di Roma. Una residenza produttiva lungo la via Cornelia, Bari 2008.",LI,300,700,Keay 62,Africa,2.0,,475,625,https://pleiades.stoa.org/places/607225751,41.891775,12.486137
1118,"Roma, suburbium","Zampini S., Anfore, in: Maria Luisa Marchi e Fiorenzo Catalli eds, Suburbio di Roma. Una residenza produttiva lungo la via Cornelia, Bari 2008.",LI,300,700,LRA4,Orient,1.0,,400,700,https://pleiades.stoa.org/places/607225751,41.891775,12.486137
1119,"Roma, suburbium","Zampini S., Anfore, in: Maria Luisa Marchi e Fiorenzo Catalli eds, Suburbio di Roma. Una residenza produttiva lungo la via Cornelia, Bari 2008.",LI,300,700,LRA5-6,Orient,3.0,,100,750,https://pleiades.stoa.org/places/607225751,41.891775,12.486137
1120,"Roma, suburbium","Zampini S., Anfore, in: Maria Luisa Marchi e Fiorenzo Catalli eds, Suburbio di Roma. Una residenza produttiva lungo la via Cornelia, Bari 2008.",LI,300,700,LRA1,Aegean/Oriental,1.0,,250,650,https://pleiades.stoa.org/places/607225751,41.891775,12.486137
1121,"Roma, suburbium","Zampini S., Anfore, in: Maria Luisa Marchi e Fiorenzo Catalli eds, Suburbio di Roma. Una residenza produttiva lungo la via Cornelia, Bari 2008.",LR,-150,-1,Dr 1,Tyrrhenian Italy,10.0,,-150,-50,https://pleiades.stoa.org/places/607225751,41.891775,12.486137
1122,"Roma, Terme di Traiano","Bertoldi, personal communication",EI,1,200,bi-troncoconica,Egypt,5.0,,-25,500,https://pleiades.stoa.org/places/188289894,41.8924123712,12.4973470428
1123,"Roma, Terme di Traiano","Bertoldi, personal communication",EI,1,200,Kingsholm 117,Orient,2.0,,50,150,https://pleiades.stoa.org/places/188289894,41.8924123712,12.4973470428
1124,"Roma, Terme di Traiano","Bertoldi, personal communication",EI,1,200,Schoene-Mau 38,Aegean,4.0,,-200,125,https://pleiades.stoa.org/places/188289894,41.8924123712,12.4973470428
1125,"Roma, Terme di Traiano","Bertoldi, personal communication",EI,1,200,Dr 43_1,Aegean,13.0,,1,250,https://pleiades.stoa.org/places/188289894,41.8924123712,12.4973470428
1126,"Roma, Terme di Traiano","Bertoldi, personal communication",EI,1,200,AC1,Aegean,11.0,,1,350,https://pleiades.stoa.org/places/188289894,41.8924123712,12.4973470428
1127,"Roma, Terme di Traiano","Bertoldi, personal communication",EI,1,200,Agora F65-66,Anatolia,35.0,,-50,400,https://pleiades.stoa.org/places/188289894,41.8924123712,12.4973470428
1128,"Roma, Terme di Traiano","Bertoldi, personal communication",EI,1,200,Knossos 19,Aegean/Oriental,24.0,,1,200,https://pleiades.stoa.org/places/188289894,41.8924123712,12.4973470428
1129,"Roma, Terme di Traiano","Bertoldi, personal communication",EI,1,200,Schoene-Mau 5,Aegean/Oriental,23.0,,1,200,https://pleiades.stoa.org/places/188289894,41.8924123712,12.4973470428
1130,"Roma, Terme di Traiano","Bertoldi, personal communication",EI,1,200,Camulodunum 184,Aegean,9.0,,-25,150,https://pleiades.stoa.org/places/188289894,41.8924123712,12.4973470428
1131,"Roma, Terme di Traiano","Bertoldi, personal communication",EI,1,200,African,Africa,9.0,,1,200,https://pleiades.stoa.org/places/188289894,41.8924123712,12.4973470428
1132,"Roma, Terme di Traiano","Bertoldi, personal communication",EI,1,200,Ostia LIX,Africa,4.0,,50,150,https://pleiades.stoa.org/places/188289894,41.8924123712,12.4973470428
1133,"Roma, Terme di Traiano","Bertoldi, personal communication",EI,1,200,Tripolitana I,Tripolitania,4.0,,1,150,https://pleiades.stoa.org/places/188289894,41.8924123712,12.4973470428
1134,"Roma, Terme di Traiano","Bertoldi, personal communication",EI,1,200,Schoene-Mau 35,Africa,32.0,,30,225,https://pleiades.stoa.org/places/188289894,41.8924123712,12.4973470428
1135,"Roma, Terme di Traiano","Bertoldi, personal communication",EI,1,200,Ostia II 523,Sicilia,16.0,,50,200,https://pleiades.stoa.org/places/188289894,41.8924123712,12.4973470428
1136,"Roma, Terme di Traiano","Bertoldi, personal communication",EI,1,200,Dr 6B,Adriatic Italy,1.0,,1,150,https://pleiades.stoa.org/places/188289894,41.8924123712,12.4973470428
1137,"Roma, Terme di Traiano","Bertoldi, personal communication",EI,1,200,Dr 6A,Adriatic Italy,2.0,,-25,50,https://pleiades.stoa.org/places/188289894,41.8924123712,12.4973470428
1138,"Roma, Terme di Traiano","Bertoldi, personal communication",EI,1,200,Ostia III 369,Italy - Tiber Valley,98.0,,,,https://pleiades.stoa.org/places/188289894,41.8924123712,12.4973470428
1139,"Roma, Terme di Traiano","Bertoldi, personal communication",EI,1,200,Dr 2-4_5,Tyrrhenian Italy,76.0,,-70,225,https://pleiades.stoa.org/places/188289894,41.8924123712,12.4973470428
1140,"Roma, Terme di Traiano","Bertoldi, personal communication",EI,1,200,Dr 2-4_5,Adriatic Italy,2.0,,-70,225,https://pleiades.stoa.org/places/188289894,41.8924123712,12.4973470428
1141,"Roma, Terme di Traiano","Bertoldi, personal communication",EI,1,200,Gauloise 5,Gaul,5.0,,50,125,https://pleiades.stoa.org/places/188289894,41.8924123712,12.4973470428
1142,"Roma, Terme di Traiano","Bertoldi, personal communication",EI,1,200,Gauloise 4,Gaul,72.0,,50,300,https://pleiades.stoa.org/places/188289894,41.8924123712,12.4973470428
1143,"Roma, Terme di Traiano","Bertoldi, personal communication",EI,1,200,Gauloise 3,Gaul,1.0,,1,100,https://pleiades.stoa.org/places/188289894,41.8924123712,12.4973470428
1144,"Roma, Terme di Traiano","Bertoldi, personal communication",EI,1,200,Dr 2-4_2,Tarraconesis,10.0,,-25,200,https://pleiades.stoa.org/places/188289894,41.8924123712,12.4973470428
1145,"Roma, Terme di Traiano","Bertoldi, personal communication",EI,1,200,Dr 14 similis,Lusitania,47.0,,50,225,https://pleiades.stoa.org/places/188289894,41.8924123712,12.4973470428
1146,"Roma, Terme di Traiano","Bertoldi, personal communication",EI,1,200,Dr 28,Baetica,6.0,,1,150,https://pleiades.stoa.org/places/188289894,41.8924123712,12.4973470428
1147,"Roma, Terme di Traiano","Bertoldi, personal communication",EI,1,200,Dr 12,Baetica,2.0,,-50,175,https://pleiades.stoa.org/places/188289894,41.8924123712,12.4973470428
1148,"Roma, Terme di Traiano","Bertoldi, personal communication",EI,1,200,Dr 14,Baetica,27.0,,50,225,https://pleiades.stoa.org/places/188289894,41.8924123712,12.4973470428
1149,"Roma, Terme di Traiano","Bertoldi, personal communication",EI,1,200,Beltran IIB,Baetica,44.0,,15,150,https://pleiades.stoa.org/places/188289894,41.8924123712,12.4973470428
1150,"Roma, Terme di Traiano","Bertoldi, personal communication",EI,1,200,Beltran IIA,Baetica,30.0,,10,150,https://pleiades.stoa.org/places/188289894,41.8924123712,12.4973470428
1151,"Roma, Terme di Traiano","Bertoldi, personal communication",EI,1,200,Dr 20,Baetica,113.0,,1,300,https://pleiades.stoa.org/places/188289894,41.8924123712,12.4973470428
1152,"Roma, Via Marmorata II AD","Bertoldi, personal communication",EI,100,200,Gauloise 4,Gaul,10.0,II AD,50,300,https://pleiades.stoa.org/places/865014139,41.883333,12.483333
1153,"Roma, Via Marmorata II AD","Bertoldi, personal communication",EI,100,200,Dr 14 similis,Lusitania,5.0,II AD,50,225,https://pleiades.stoa.org/places/865014139,41.883333,12.483333
1154,"Roma, Via Marmorata II AD","Bertoldi, personal communication",EI,100,200,Dr 28,Baetica,3.0,II AD,1,150,https://pleiades.stoa.org/places/865014139,41.883333,12.483333
1155,"Roma, Via Marmorata II AD","Bertoldi, personal communication",EI,100,200,Beltran IIA,Baetica,6.0,II AD,10,150,https://pleiades.stoa.org/places/865014139,41.883333,12.483333
1156,"Roma, Via Marmorata II AD","Bertoldi, personal communication",EI,100,200,Dr 14,Baetica,11.0,II AD,50,225,https://pleiades.stoa.org/places/865014139,41.883333,12.483333
1157,"Roma, Via Marmorata II AD","Bertoldi, personal communication",EI,100,200,Dr 20,Baetica,33.0,II AD,1,300,https://pleiades.stoa.org/places/865014139,41.883333,12.483333
1158,"Roma, Via Marmorata II AD","Bertoldi, personal communication",EI,100,200,Tripolitana III,Tripolitania,9.0,II AD,209,440,https://pleiades.stoa.org/places/865014139,41.883333,12.483333
1159,"Roma, Via Marmorata II AD","Bertoldi, personal communication",EI,100,200,Tripolitana II,Tripolitania,5.0,II AD,1,400,https://pleiades.stoa.org/places/865014139,41.883333,12.483333
1160,"Roma, Via Marmorata II AD","Bertoldi, personal communication",EI,100,200,Schoene-Mau 35,Africa,15.0,II AD,30,225,https://pleiades.stoa.org/places/865014139,41.883333,12.483333
1161,"Roma, Via Marmorata II AD","Bertoldi, personal communication",EI,100,200,AfricanaIA/B,Africa,26.0,II AD,150,400,https://pleiades.stoa.org/places/865014139,41.883333,12.483333
1162,"Roma, Via Marmorata II AD","Bertoldi, personal communication",EI,100,200,Ostia XXIII,Africa,2.0,II AD,50,150,https://pleiades.stoa.org/places/865014139,41.883333,12.483333
1163,"Roma, Via Marmorata II AD","Bertoldi, personal communication",EI,100,200,Ostia LIX,Africa,10.0,II AD,50,150,https://pleiades.stoa.org/places/865014139,41.883333,12.483333
1164,"Roma, Via Marmorata II AD","Bertoldi, personal communication",EI,100,200,bi-troncoconica,Egypt,2.0,II AD,-25,500,https://pleiades.stoa.org/places/865014139,41.883333,12.483333
1165,"Roma, Via Marmorata II AD","Bertoldi, personal communication",EI,100,200,Kingsholm 117,Orient,9.0,II AD,50,150,https://pleiades.stoa.org/places/865014139,41.883333,12.483333
1166,"Roma, Via Marmorata II AD","Bertoldi, personal communication",EI,100,200,Agora G199/Schoene-Mau 27/28,Cyprus/Cilicia,1.0,II AD,79,310,https://pleiades.stoa.org/places/865014139,41.883333,12.483333
1167,"Roma, Via Marmorata II AD","Bertoldi, personal communication",EI,100,200,Schoene-Mau 5,Cilicia,2.0,II AD,1,200,https://pleiades.stoa.org/places/865014139,41.883333,12.483333
1168,"Roma, Via Marmorata II AD","Bertoldi, personal communication",EI,100,200,Agora F65-66,Anatolia,16.0,II AD,-50,400,https://pleiades.stoa.org/places/865014139,41.883333,12.483333
1169,"Roma, Via Marmorata II AD","Bertoldi, personal communication",EI,100,200,Dr 24,Aegean,1.0,II AD,1,300,https://pleiades.stoa.org/places/865014139,41.883333,12.483333
1170,"Roma, Via Marmorata II AD","Bertoldi, personal communication",EI,100,200,Pompeii 5/6,Aegean/Oriental,2.0,II AD,,,https://pleiades.stoa.org/places/865014139,41.883333,12.483333
1171,"Roma, Via Marmorata II AD","Bertoldi, personal communication",EI,100,200,Knossos 19,Aegean/Oriental,4.0,II AD,1,200,https://pleiades.stoa.org/places/865014139,41.883333,12.483333
1172,"Roma, Via Marmorata II AD","Bertoldi, personal communication",EI,100,200,Dr 43_1,Aegean,7.0,II AD,1,250,https://pleiades.stoa.org/places/865014139,41.883333,12.483333
1173,"Roma, Via Marmorata II AD","Bertoldi, personal communication",EI,100,200,AC2,Aegean,5.0,II AD,1,225,https://pleiades.stoa.org/places/865014139,41.883333,12.483333
1174,"Roma, Via Marmorata II AD","Bertoldi, personal communication",EI,100,200,AC1,Aegean,18.0,II AD,1,350,https://pleiades.stoa.org/places/865014139,41.883333,12.483333
1175,"Roma, Via Marmorata II AD","Bertoldi, personal communication",EI,100,200,Camulodunum 184,Aegean,20.0,II AD,-25,150,https://pleiades.stoa.org/places/865014139,41.883333,12.483333
1176,"Roma, Via Marmorata II AD","Bertoldi, personal communication",EI,100,200,Forlimpopoli,Adriatic Italy,14.0,II AD,-25,300,https://pleiades.stoa.org/places/865014139,41.883333,12.483333
1177,"Roma, Via Marmorata II AD","Bertoldi, personal communication",EI,100,200,Spello/Ostia II 521/ III 369-370,Italy - Tiber Valley,34.0,II AD,50,200,https://pleiades.stoa.org/places/865014139,41.883333,12.483333
1178,"Roma, Via Marmorata II AD","Bertoldi, personal communication",EI,100,200,Dr 2-4_5,Tyrrhenian Italy,37.0,II AD,-70,225,https://pleiades.stoa.org/places/865014139,41.883333,12.483333
1179,"Roma, Via Marmorata III AD","Bertoldi, personal communication",EI/LI,200,300,Gauloise 4,Gaul,3.0,III AD,50,300,https://pleiades.stoa.org/places/865014139,41.883333,12.483333
1180,"Roma, Via Marmorata III AD","Bertoldi, personal communication",EI/LI,200,300,Agora F65-66,Anatolia,5.0,III AD,-50,400,https://pleiades.stoa.org/places/865014139,41.883333,12.483333
1181,"Roma, Via Marmorata III AD","Bertoldi, personal communication",EI/LI,200,300,Kapitan 1,Aegean/Oriental,15.0,III AD,75,350,https://pleiades.stoa.org/places/865014139,41.883333,12.483333
1182,"Roma, Via Marmorata III AD","Bertoldi, personal communication",EI/LI,200,300,Kapitan 2,Aegean/Oriental,10.0,III AD,175,400,https://pleiades.stoa.org/places/865014139,41.883333,12.483333
1183,"Roma, Via Marmorata III AD","Bertoldi, personal communication",EI/LI,200,300,AC1,Aegean,2.0,III AD,1,350,https://pleiades.stoa.org/places/865014139,41.883333,12.483333
1184,"Roma, Via Marmorata III AD","Bertoldi, personal communication",EI/LI,200,300,Empoli,Tyrrhenian Italy,3.0,III AD,150,450,https://pleiades.stoa.org/places/865014139,41.883333,12.483333
1185,"Roma, Via Marmorata III AD","Bertoldi, personal communication",EI/LI,200,300,Agora M254,Sicilia,20.0,III AD,1,400,https://pleiades.stoa.org/places/865014139,41.883333,12.483333
1186,"Roma, Via Marmorata III AD","Bertoldi, personal communication",EI/LI,200,300,Ostia VI 17-20/Late Campanian,Tyrrhenian Italy,9.0,III AD,150,300,https://pleiades.stoa.org/places/865014139,41.883333,12.483333
1187,"Roma, Via Marmorata III AD","Bertoldi, personal communication",EI/LI,200,300,Almagro 50,Lusitania,4.0,III AD,200,500,https://pleiades.stoa.org/places/865014139,41.883333,12.483333
1188,"Roma, Via Marmorata III AD","Bertoldi, personal communication",EI/LI,200,300,Almagro 51C,Lusitania,13.0,III AD,200,500,https://pleiades.stoa.org/places/865014139,41.883333,12.483333
1189,"Roma, Via Marmorata III AD","Bertoldi, personal communication",EI/LI,200,300,Almagro 51 A-B,Lusitania,11.0,III AD,200,600,https://pleiades.stoa.org/places/865014139,41.883333,12.483333
1190,"Roma, Via Marmorata III AD","Bertoldi, personal communication",EI/LI,200,300,Dr 28,Baetica,4.0,III AD,1,150,https://pleiades.stoa.org/places/865014139,41.883333,12.483333
1191,"Roma, Via Marmorata III AD","Bertoldi, personal communication",EI/LI,200,300,Dr 23,Baetica,2.0,III AD,250,525,https://pleiades.stoa.org/places/865014139,41.883333,12.483333
1192,"Roma, Via Marmorata III AD","Bertoldi, personal communication",EI/LI,200,300,Dr 20 ,Baetica,35.0,III AD,1,300,https://pleiades.stoa.org/places/865014139,41.883333,12.483333
1193,"Roma, Via Marmorata III AD","Bertoldi, personal communication",EI/LI,200,300,Dr 30,Africa,26.0,III AD,200,400,https://pleiades.stoa.org/places/865014139,41.883333,12.483333
1194,"Roma, Via Marmorata III AD","Bertoldi, personal communication",EI/LI,200,300,Tripolitana III,Tripolitania,29.0,III AD,209,440,https://pleiades.stoa.org/places/865014139,41.883333,12.483333
1195,"Roma, Via Marmorata III AD","Bertoldi, personal communication",EI/LI,200,300,AfricanaIID,Africa,35.0,III AD,150,400,https://pleiades.stoa.org/places/865014139,41.883333,12.483333
1196,"Roma, Via Marmorata III AD","Bertoldi, personal communication",EI/LI,200,300,AfricanaIIC,Africa,31.0,III AD,150,400,https://pleiades.stoa.org/places/865014139,41.883333,12.483333
1197,"Roma, Via Marmorata III AD","Bertoldi, personal communication",EI/LI,200,300,AfricanaIIB,Africa,7.0,III AD,150,300,https://pleiades.stoa.org/places/865014139,41.883333,12.483333
1198,"Roma, Via Marmorata III AD","Bertoldi, personal communication",EI/LI,200,300,AfricanaIIA,Africa,11.0,III AD,150,300,https://pleiades.stoa.org/places/865014139,41.883333,12.483333
1199,"Roma, Via Marmorata III AD","Bertoldi, personal communication",EI/LI,200,300,AfricanaIA/B,Africa,52.0,III AD,150,400,https://pleiades.stoa.org/places/865014139,41.883333,12.483333
1200,"Roma, Via Marmorata IV AD","Bertoldi, personal communication",LI,300,400,Almagro 51C,Lusitania,8.0,IV AD,200,500,https://pleiades.stoa.org/places/865014139,41.883333,12.483333
1201,"Roma, Via Marmorata IV AD","Bertoldi, personal communication",LI,300,400,Almagro 51 A-B,Lusitania,5.0,IV AD,200,600,https://pleiades.stoa.org/places/865014139,41.883333,12.483333
1202,"Roma, Via Marmorata IV AD","Bertoldi, personal communication",LI,300,400,Dr 23,Baetica,5.0,IV AD,250,525,https://pleiades.stoa.org/places/865014139,41.883333,12.483333
1203,"Roma, Via Marmorata IV AD","Bertoldi, personal communication",LI,300,400,LRA3,Anatolia,11.0,IV AD,375,600,https://pleiades.stoa.org/places/865014139,41.883333,12.483333
1204,"Roma, Via Marmorata IV AD","Bertoldi, personal communication",LI,300,400,LRA1,Aegean/Oriental,19.0,IV AD,250,650,https://pleiades.stoa.org/places/865014139,41.883333,12.483333
1205,"Roma, Via Marmorata IV AD","Bertoldi, personal communication",LI,300,400,Agora M334,Orient,2.0,IV AD,325,700,https://pleiades.stoa.org/places/865014139,41.883333,12.483333
1206,"Roma, Via Marmorata IV AD","Bertoldi, personal communication",LI,300,400,LRA5,Orient,6.0,IV AD,100,750,https://pleiades.stoa.org/places/865014139,41.883333,12.483333
1207,"Roma, Via Marmorata IV AD","Bertoldi, personal communication",LI,300,400,LRA4,Orient,17.0,IV AD,400,700,https://pleiades.stoa.org/places/865014139,41.883333,12.483333
1208,"Roma, Via Marmorata IV AD","Bertoldi, personal communication",LI,300,400,Ostia VI 17-20/Late Campanian,Tyrrhenian Italy,2.0,IV AD,150,300,https://pleiades.stoa.org/places/865014139,41.883333,12.483333
1209,"Roma, Via Marmorata IV AD","Bertoldi, personal communication",LI,300,400,Empoli,Tyrrhenian Italy,5.0,IV AD,150,450,https://pleiades.stoa.org/places/865014139,41.883333,12.483333
1210,"Roma, Via Marmorata IV AD","Bertoldi, personal communication",LI,300,400,Ostia IV 166,Sicilia,2.0,IV AD,300,400,https://pleiades.stoa.org/places/865014139,41.883333,12.483333
1211,"Roma, Via Marmorata IV AD","Bertoldi, personal communication",LI,300,400,Agora M254,Sicilia,7.0,IV AD,1,400,https://pleiades.stoa.org/places/865014139,41.883333,12.483333
