Site;Publication;Period;Lower_ context_date;Upper_context_date;Amphora_type;Provenance;Frequency;Notes;Amphora type lower date;Amphora type upper date
Porto Maurizio, Liguria;Poci A., Le anfore di età romana (I sec a.C – V d.C-) dall’insediamento alla foce del torrente Prino, Imperia-Porto Maurizio, tesi di laurea Università di Pisa, 2013.;EI;1;200;Gauloise 3;Gaul;20;;1;100
Porto Maurizio, Liguria;Poci A., Le anfore di età romana (I sec a.C – V d.C-) dall’insediamento alla foce del torrente Prino, Imperia-Porto Maurizio, tesi di laurea Università di Pisa, 2013.;EI;1;200;Gauloise 4;Gaul;11;;50;300
Porto Maurizio, Liguria;Poci A., Le anfore di età romana (I sec a.C – V d.C-) dall’insediamento alla foce del torrente Prino, Imperia-Porto Maurizio, tesi di laurea Università di Pisa, 2013.;EI;1;200;Gauloise 6;Gaul;2;;1;100
Porto Maurizio, Liguria;Poci A., Le anfore di età romana (I sec a.C – V d.C-) dall’insediamento alla foce del torrente Prino, Imperia-Porto Maurizio, tesi di laurea Università di Pisa, 2013.;EI;1;200;Gauloise 7;Gaul;3;;-27;14
Porto Maurizio, Liguria;Poci A., Le anfore di età romana (I sec a.C – V d.C-) dall’insediamento alla foce del torrente Prino, Imperia-Porto Maurizio, tesi di laurea Università di Pisa, 2013.;EI;1;200;Gauloise 9;Gaul;1;;-27;25
Porto Maurizio, Liguria;Poci A., Le anfore di età romana (I sec a.C – V d.C-) dall’insediamento alla foce del torrente Prino, Imperia-Porto Maurizio, tesi di laurea Università di Pisa, 2013.;EI;1;200;Dr 28;Tarraconesis;1;;1;150
Porto Maurizio, Liguria;Poci A., Le anfore di età romana (I sec a.C – V d.C-) dall’insediamento alla foce del torrente Prino, Imperia-Porto Maurizio, tesi di laurea Università di Pisa, 2013.;EI;1;200;Dr 2-4;Tarraconesis;37;;-25;200
Porto Maurizio, Liguria;Poci A., Le anfore di età romana (I sec a.C – V d.C-) dall’insediamento alla foce del torrente Prino, Imperia-Porto Maurizio, tesi di laurea Università di Pisa, 2013.;EI;1;200;Dr 7-11;Tarraconesis;1;;-30;96
Porto Maurizio, Liguria;Poci A., Le anfore di età romana (I sec a.C – V d.C-) dall’insediamento alla foce del torrente Prino, Imperia-Porto Maurizio, tesi di laurea Università di Pisa, 2013.;EI;1;200;Dr 20;Baetica;21;;1;300
Porto Maurizio, Liguria;Poci A., Le anfore di età romana (I sec a.C – V d.C-) dall’insediamento alla foce del torrente Prino, Imperia-Porto Maurizio, tesi di laurea Università di Pisa, 2013.;EI;1;200;Haltern 70;Baetica;6;;-80;192
Porto Maurizio, Liguria;Poci A., Le anfore di età romana (I sec a.C – V d.C-) dall’insediamento alla foce del torrente Prino, Imperia-Porto Maurizio, tesi di laurea Università di Pisa, 2013.;EI;1;200;Baetican;Baetica;3;;1;200
Porto Maurizio, Liguria;Poci A., Le anfore di età romana (I sec a.C – V d.C-) dall’insediamento alla foce del torrente Prino, Imperia-Porto Maurizio, tesi di laurea Università di Pisa, 2013.;EI;1;200;Dr 2-4;Baetica;26;;1;125
Porto Maurizio, Liguria;Poci A., Le anfore di età romana (I sec a.C – V d.C-) dall’insediamento alla foce del torrente Prino, Imperia-Porto Maurizio, tesi di laurea Università di Pisa, 2013.;EI;1;200;Dr 7-11;Baetica;4;;-30;96
Porto Maurizio, Liguria;Poci A., Le anfore di età romana (I sec a.C – V d.C-) dall’insediamento alla foce del torrente Prino, Imperia-Porto Maurizio, tesi di laurea Università di Pisa, 2013.;EI;1;200;Beltran IIB;Baetica;2;;15;150
Porto Maurizio, Liguria;Poci A., Le anfore di età romana (I sec a.C – V d.C-) dall’insediamento alla foce del torrente Prino, Imperia-Porto Maurizio, tesi di laurea Università di Pisa, 2013.;EI;1;200;Dr 2-4;Africa;2;;-25;100
Porto Maurizio, Liguria;Poci A., Le anfore di età romana (I sec a.C – V d.C-) dall’insediamento alla foce del torrente Prino, Imperia-Porto Maurizio, tesi di laurea Università di Pisa, 2013.;EI;1;200;Dr 2-4;Aegean;2;;-100;200
Porto Maurizio, Liguria;Poci A., Le anfore di età romana (I sec a.C – V d.C-) dall’insediamento alla foce del torrente Prino, Imperia-Porto Maurizio, tesi di laurea Università di Pisa, 2013.;EI/LI;1;200;African;Africa;2;;1;200
Porto Maurizio, Liguria;Poci A., Le anfore di età romana (I sec a.C – V d.C-) dall’insediamento alla foce del torrente Prino, Imperia-Porto Maurizio, tesi di laurea Università di Pisa, 2013.;LI;1;200;Africana I;Africa;2;;150;400
Porto Maurizio, Liguria;Poci A., Le anfore di età romana (I sec a.C – V d.C-) dall’insediamento alla foce del torrente Prino, Imperia-Porto Maurizio, tesi di laurea Università di Pisa, 2013.;LI;1;200;Keay 25;Africa;1;;300;450
Porto Maurizio, Liguria;Poci A., Le anfore di età romana (I sec a.C – V d.C-) dall’insediamento alla foce del torrente Prino, Imperia-Porto Maurizio, tesi di laurea Università di Pisa, 2013.;LR;1;200;Dr 1;Tyrrhenian Italy;5;;-150;-50
Porto Maurizio, Liguria;Poci A., Le anfore di età romana (I sec a.C – V d.C-) dall’insediamento alla foce del torrente Prino, Imperia-Porto Maurizio, tesi di laurea Università di Pisa, 2013.;LR/EI;-100;50;Pascual 1;Tarraconesis;5;;-50;79
Rione Terra, Puteoli;De Filippo M. 2014: ‘Anfore dal Rione Terra, Pozzuoli (Napoli)’, RCRF Acta 43, p. 335-343.;EI;1;200;Africana IA;Africa;10;;150;400
Rione Terra, Puteoli;De Filippo M. 2014: ‘Anfore dal Rione Terra, Pozzuoli (Napoli)’, RCRF Acta 43, p. 335-343.;EI;1;200;Africana IB;Africa;10;;150;400
Rione Terra, Puteoli;De Filippo M. 2014: ‘Anfore dal Rione Terra, Pozzuoli (Napoli)’, RCRF Acta 43, p. 335-343.;EI;1;200;Africana IC;Africa;10;;150;400
Rione Terra, Puteoli;De Filippo M. 2014: ‘Anfore dal Rione Terra, Pozzuoli (Napoli)’, RCRF Acta 43, p. 335-343.;EI;1;200;Africana IIA;Africa;1;;150;300
Rione Terra, Puteoli;De Filippo M. 2014: ‘Anfore dal Rione Terra, Pozzuoli (Napoli)’, RCRF Acta 43, p. 335-343.;EI;1;200;Ostia VI 263;Africa;5;;150;200
Rione Terra, Puteoli;De Filippo M. 2014: ‘Anfore dal Rione Terra, Pozzuoli (Napoli)’, RCRF Acta 43, p. 335-343.;EI;1;200;Schoene-Mau 38;Aegean;9;;-200;125
Rione Terra, Puteoli;De Filippo M. 2014: ‘Anfore dal Rione Terra, Pozzuoli (Napoli)’, RCRF Acta 43, p. 335-343.;EI;1;200;Agora F65-66;Anatolia;5;;-50;400
Rione Terra, Puteoli;De Filippo M. 2014: ‘Anfore dal Rione Terra, Pozzuoli (Napoli)’, RCRF Acta 43, p. 335-343.;EI;1;200;AC2;Aegean;1;;1;225
Rione Terra, Puteoli;De Filippo M. 2014: ‘Anfore dal Rione Terra, Pozzuoli (Napoli)’, RCRF Acta 43, p. 335-343.;EI;1;200;Agora M329;Cilicia;2;;1;200
Rione Terra, Puteoli;De Filippo M. 2014: ‘Anfore dal Rione Terra, Pozzuoli (Napoli)’, RCRF Acta 43, p. 335-343.;EI;1;200;Dr 24;Aegean;1;;1;300
Rione Terra, Puteoli;De Filippo M. 2014: ‘Anfore dal Rione Terra, Pozzuoli (Napoli)’, RCRF Acta 43, p. 335-343.;EI;1;200;SIVC;Black Sea;1;;1;300
Rione Terra, Puteoli;De Filippo M. 2014: ‘Anfore dal Rione Terra, Pozzuoli (Napoli)’, RCRF Acta 43, p. 335-343.;EI;1;200;Kapitan 2;Aegean/Oriental;2;;175;400
Rione Terra, Puteoli;De Filippo M. 2014: ‘Anfore dal Rione Terra, Pozzuoli (Napoli)’, RCRF Acta 43, p. 335-343.;EI;1;200;Dr 20;Baetica;1;;1;300
Rione Terra, Puteoli;De Filippo M. 2014: ‘Anfore dal Rione Terra, Pozzuoli (Napoli)’, RCRF Acta 43, p. 335-343.;EI/LI;200;400;Tripolitana ;Tripolitania;1;;1;440
Rione Terra, Puteoli;De Filippo M. 2014: ‘Anfore dal Rione Terra, Pozzuoli (Napoli)’, RCRF Acta 43, p. 335-343.;EI/LI;200;400;Dr 30;Africa;16;;200;400
Rione Terra, Puteoli;De Filippo M. 2014: ‘Anfore dal Rione Terra, Pozzuoli (Napoli)’, RCRF Acta 43, p. 335-343.;EI/LI;200;400;proto-LR1;Orient;6;;200;300
Rione Terra, Puteoli;De Filippo M. 2014: ‘Anfore dal Rione Terra, Pozzuoli (Napoli)’, RCRF Acta 43, p. 335-343.;EI/LI;200;400;Agora M254;Sicilia;10;;1;400
Rione Terra, Puteoli;De Filippo M. 2014: ‘Anfore dal Rione Terra, Pozzuoli (Napoli)’, RCRF Acta 43, p. 335-343.;LI;300;700;Africana IIC;Africa;7;;150;400
Rione Terra, Puteoli;De Filippo M. 2014: ‘Anfore dal Rione Terra, Pozzuoli (Napoli)’, RCRF Acta 43, p. 335-343.;LI;300;700;Africana IID;Africa;16;;150;400
Rione Terra, Puteoli;De Filippo M. 2014: ‘Anfore dal Rione Terra, Pozzuoli (Napoli)’, RCRF Acta 43, p. 335-343.;LI;300;700;Africana IIIA;Africa;3;;275;400
Rione Terra, Puteoli;De Filippo M. 2014: ‘Anfore dal Rione Terra, Pozzuoli (Napoli)’, RCRF Acta 43, p. 335-343.;LI;300;700;Chalk 6;unknown;3;;250;400
Rione Terra, Puteoli;De Filippo M. 2014: ‘Anfore dal Rione Terra, Pozzuoli (Napoli)’, RCRF Acta 43, p. 335-343.;LI;300;700;Dr 23;Baetica;17;;250;525
Rione Terra, Puteoli;De Filippo M. 2014: ‘Anfore dal Rione Terra, Pozzuoli (Napoli)’, RCRF Acta 43, p. 335-343.;EI;1;200;Beltran 68;Baetica;3;;150;200
Rione Terra, Puteoli;De Filippo M. 2014: ‘Anfore dal Rione Terra, Pozzuoli (Napoli)’, RCRF Acta 43, p. 335-343.;LI;300;700;Beltran 72;Baetica;2;;250;500
Rione Terra, Puteoli;De Filippo M. 2014: ‘Anfore dal Rione Terra, Pozzuoli (Napoli)’, RCRF Acta 43, p. 335-343.;LI;300;700;Almagro 51C;Lusitania;4;;200;500
Rione Terra, Puteoli;De Filippo M. 2014: ‘Anfore dal Rione Terra, Pozzuoli (Napoli)’, RCRF Acta 43, p. 335-343.;LI;300;700;Mid-Roman Campanian;Tyrrhenian Italy;28;;150;300
Rione Terra, Puteoli;De Filippo M. 2014: ‘Anfore dal Rione Terra, Pozzuoli (Napoli)’, RCRF Acta 43, p. 335-343.;LI;300;700;Ostia I 455/IV 166;Sicilia;8;;300;600
Roma, Domus Tiberiana;Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002;EI;1;200;Dr 2-4;Tyrrhenian Italy;25;;-70;225
Roma, Domus Tiberiana;Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002;EI;1;200;Dr 21-22;;3;;-25;100
Roma, Domus Tiberiana;Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002;EI;1;200;Dr 26;;1;;-150;-1
Roma, Domus Tiberiana;Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002;EI;1;200;Spello/Ostia II 521/ III 369-370;Italy - Tiber Valley;3;;50;200
Roma, Domus Tiberiana;Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002;EI;1;200;Pompeii 6;;2;;1;200
Roma, Domus Tiberiana;Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002;EI;1;200;Richborough 527;;1;;-25;125
Roma, Domus Tiberiana;Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002;EI;1;200;Gauloise 4;Gaul;7;;50;300
Roma, Domus Tiberiana;Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002;EI;1;200;Gauloise 5;Gaul;2;;50;125
Roma, Domus Tiberiana;Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002;EI;1;200;Gauloise;Gaul;1;;50;300
Roma, Domus Tiberiana;Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002;EI;1;200;Tarraconesian;Tarraconesis;1;;1;200
Roma, Domus Tiberiana;Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002;EI;1;200;Dr 2-4;Tarraconesis;7;;-25;200
Roma, Domus Tiberiana;Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002;EI;1;200;Haltern 70;Baetica;2;;-80;192
Roma, Domus Tiberiana;Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002;EI;1;200;Dr 7-11;Baetica;24;;-30;96
Roma, Domus Tiberiana;Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002;EI;1;200;Dr 17;Baetica;1;;50;100
Roma, Domus Tiberiana;Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002;EI;1;200;Beltran IIA;Baetica;4;;10;150
Roma, Domus Tiberiana;Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002;EI;1;200;Beltran IIB;Baetica;3;;15;150
Roma, Domus Tiberiana;Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002;EI;1;200;Dr 14A;Baetica;6;;50;225
Roma, Domus Tiberiana;Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002;EI;1;200;Dr 14B;Lusitania;2;;50;225
Roma, Domus Tiberiana;Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002;EI;1;200;Almagro 50;Lusitania;3;;200;500
Roma, Domus Tiberiana;Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002;EI;1;200;Dr 20;Baetica;55;;1;300
Roma, Domus Tiberiana;Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002;EI;1;200;Almagro 55;Lusitania;2;;1;200
Roma, Domus Tiberiana;Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002;EI;1;200;Dr 30;Africa;28;;200;400
Roma, Domus Tiberiana;Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002;EI;1;200;Uzita;Africa;1;;100;200
Roma, Domus Tiberiana;Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002;EI;1;200;Ostia LIX;Africa;1;;50;150
Roma, Domus Tiberiana;Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002;EI;1;200;Ostia XXIII;Africa;3;;50;150
Roma, Domus Tiberiana;Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002;EI;1;200;Africana IA;Africa;8;;150;400
Roma, Domus Tiberiana;Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002;EI;1;200;Africana IB;Africa;11;;150;400
Roma, Domus Tiberiana;Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002;EI;1;200;Africana I;Africa;3;;150;400
Roma, Domus Tiberiana;Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002;EI;1;200;Africana IID;Africa;1;;150;400
Roma, Domus Tiberiana;Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002;EI;1;200;Africana II;Africa;4;;150;400
Roma, Domus Tiberiana;Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002;EI;1;200;African;Africa;4;;150;400
Roma, Domus Tiberiana;Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002;EI;1;200;Tripolitana I;Tripolitania;1;;1;150
Roma, Domus Tiberiana;Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002;EI;1;200;Schoene-Mau 35;Africa;8;;30;225
Roma, Domus Tiberiana;Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002;EI;1;200;Ostia I 457;Africa;5;;50;300
Roma, Domus Tiberiana;Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002;EI;1;200;Agora M254;Sicilia;4;;1;400
Roma, Domus Tiberiana;Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002;EI;1;200;Ostia II 523;Sicilia;2;;50;200
Roma, Domus Tiberiana;Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002;EI;1;200;Egyptian;Egypt;2;;-25;300
Roma, Domus Tiberiana;Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002;EI;1;200;Agora F65-66;Anatolia;13;;-50;400
Roma, Domus Tiberiana;Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002;EI;1;200;Ostia I 310;Aegean/Oriental;4;;1;200
Roma, Domus Tiberiana;Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002;EI;1;200;Ostia IV 236;Aegean/Oriental;1;;1;200
Roma, Domus Tiberiana;Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002;EI;1;200;Agora M255;Aegean/Oriental;2;;350;400
Roma, Domus Tiberiana;Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002;EI;1;200;Ostia I 365;Aegean/Oriental;2;;80;90
Roma, Domus Tiberiana;Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002;EI;1;200;Cos/Rhodes;Aegean;3;;1;200
Roma, Domus Tiberiana;Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002;EI;1;200;Dr 2-4;Aegean;3;;-100;200
Roma, Domus Tiberiana;Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002;EI;1;200;Camulodunum 184;Aegean;6;;-25;150
Roma, Domus Tiberiana;Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002;EI;1;200;Dr 43;Aegean;2;;1;250
Roma, Domus Tiberiana;Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002;EI;1;200;AC1;Aegean;4;;1;350
Roma, Domus Tiberiana;Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002;EI;1;200;Ostia I 458-459;Aegean/Oriental;4;;1;200
Roma, Domus Tiberiana;Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002;EI;1;200;Schoene-Mau 38;Aegean;2;;-200;125
Roma, Domus Tiberiana;Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002;EI/LI;200;400;Beltran 72;Baetica;3;;250;500
Roma, Domus Tiberiana;Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002;EI/LI;200;400;Tripolitana II;Tripolitania;2;;1;400
Roma, Domus Tiberiana;Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002;EI/LI;200;400;Tripolitana III;Tripolitania;4;;209;440
Roma, Domus Tiberiana;Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002;EI/LI;200;400;Kapitan 1;Aegean/Oriental;5;;75;350
Roma, Domus Tiberiana;Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002;EI/LI;200;400;Kapitan 2;Aegean/Oriental;2;;175;400
Roma, Domus Tiberiana;Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002;LI;300;700;Keay 52;Calabria/Sicilia;4;;350;700
Roma, Domus Tiberiana;Meylan Krause M.-F., Domus tiberiana. Analyses stratigraphiques et céramologiques, BAR,  International Series 1058, 2002;LI;300;700;spatheia;Africa;4;;375;700
