,Unnamed: 0,Site,Publication,Period,Lower_ context_date,Upper_context_date,Amphora_type,Provenance,Frequency,Notes,Amphora_type_lower_date,Amphora_type_upper_date,Pleiades URI,Latitude,Longitude,site,Grouped_sites,Site_type,Site_notes,Amphora_type_main,amphora_type,problems,content,Amphora_type_notes
833,832,Polesine,"Toniolo A. 1987: ‘I contenitori da trasporto di epoca romana nel Polesine di Rovigno’, Archeologia Veneta 10, p. 87-128.",EI,1,200,Aricana,Africa,7.0,,1,200,,44.9992,11.751050,Polesine,Polesine,rural,,Aricana,Aricana,merge with African/Africana,unknown,
834,833,Polesine,"Toniolo A. 1987: ‘I contenitori da trasporto di epoca romana nel Polesine di Rovigno’, Archeologia Veneta 10, p. 87-128.",LI,300,700,Almagro 50,Lusitania,1.0,,200,500,,44.9992,11.751050,Polesine,Polesine,rural,,Almagro 50,Almagro 50,,fish sauce,
835,834,Polesine,"Toniolo A. 1987: ‘I contenitori da trasporto di epoca romana nel Polesine di Rovigno’, Archeologia Veneta 10, p. 87-128.",LI,300,700,spatheia,Africa,1.0,,375,700,,44.9992,11.751050,Polesine,Polesine,rural,,spatheia,spatheia,,unknown,
836,835,"Porto Maurizio, Liguria","Poci A., Le anfore di età romana (I sec a.C – V d.C-) dall’insediamento alla foce del torrente Prino, Imperia-Porto Maurizio, tesi di laurea Università di Pisa, 2013.",EI,1,200,Dr 2-4_5,Tyrrhenian Italy,50.0,,-70,225,,43.881882,9011-08-01 00:00:00,"Porto Maurizio, Liguria",Porto Maurizio,urban,,Dr 2-4,Dr 2-4,,wine,
837,836,"Porto Maurizio, Liguria","Poci A., Le anfore di età romana (I sec a.C – V d.C-) dall’insediamento alla foce del torrente Prino, Imperia-Porto Maurizio, tesi di laurea Università di Pisa, 2013.",EI,1,200,Dr 2-4_5,Adriatic Italy,3.0,,-70,225,,43.881882,9011-08-01 00:00:00,"Porto Maurizio, Liguria",Porto Maurizio,urban,,Dr 2-4,Dr 2-4,,wine,
838,837,"Porto Maurizio, Liguria","Poci A., Le anfore di età romana (I sec a.C – V d.C-) dall’insediamento alla foce del torrente Prino, Imperia-Porto Maurizio, tesi di laurea Università di Pisa, 2013.",EI,1,200,Dr 2-4_3,Gaul,2.0,,-30,100,,43.881882,9011-08-01 00:00:00,"Porto Maurizio, Liguria",Porto Maurizio,urban,,Dr 2-4,Dr 2-4,,wine,
839,838,"Porto Maurizio, Liguria","Poci A., Le anfore di età romana (I sec a.C – V d.C-) dall’insediamento alla foce del torrente Prino, Imperia-Porto Maurizio, tesi di laurea Università di Pisa, 2013.",EI,1,200,Gauloise 1,Gaul,1.0,,1,300,,43.881882,9011-08-01 00:00:00,"Porto Maurizio, Liguria",Porto Maurizio,urban,,Gauloise 1,Gauloise 1,,wine,
840,839,"Porto Maurizio, Liguria","Poci A., Le anfore di età romana (I sec a.C – V d.C-) dall’insediamento alla foce del torrente Prino, Imperia-Porto Maurizio, tesi di laurea Università di Pisa, 2013.",EI,1,200,Gauloise 2,Gaul,3.0,,-40,14,,43.881882,9011-08-01 00:00:00,"Porto Maurizio, Liguria",Porto Maurizio,urban,,Gauloise 2,Gauloise 2,,wine,
841,840,"Porto Maurizio, Liguria","Poci A., Le anfore di età romana (I sec a.C – V d.C-) dall’insediamento alla foce del torrente Prino, Imperia-Porto Maurizio, tesi di laurea Università di Pisa, 2013.",EI,1,200,Gauloise 3,Gaul,20.0,,1,100,,43.881882,9011-08-01 00:00:00,"Porto Maurizio, Liguria",Porto Maurizio,urban,,Gauloise 3,Gauloise 3,,wine,
842,841,"Porto Maurizio, Liguria","Poci A., Le anfore di età romana (I sec a.C – V d.C-) dall’insediamento alla foce del torrente Prino, Imperia-Porto Maurizio, tesi di laurea Università di Pisa, 2013.",EI,1,200,Gauloise 4,Gaul,11.0,,50,300,,43.881882,9011-08-01 00:00:00,"Porto Maurizio, Liguria",Porto Maurizio,urban,,Gauloise 4,Gauloise 4,,wine,
843,842,"Porto Maurizio, Liguria","Poci A., Le anfore di età romana (I sec a.C – V d.C-) dall’insediamento alla foce del torrente Prino, Imperia-Porto Maurizio, tesi di laurea Università di Pisa, 2013.",EI,1,200,Gauloise 6,Gaul,2.0,,1,100,,43.881882,9011-08-01 00:00:00,"Porto Maurizio, Liguria",Porto Maurizio,urban,,Gauloise 6,Gauloise 6,,wine,"unknown, but wine is the strongest possibility"
844,843,"Porto Maurizio, Liguria","Poci A., Le anfore di età romana (I sec a.C – V d.C-) dall’insediamento alla foce del torrente Prino, Imperia-Porto Maurizio, tesi di laurea Università di Pisa, 2013.",EI,1,200,Gauloise 7,Gaul,3.0,,-27,14,,43.881882,9011-08-01 00:00:00,"Porto Maurizio, Liguria",Porto Maurizio,urban,,Gauloise 7,Gauloise 7,,wine,"unknown, but wine is the strongest possibility"
845,844,"Porto Maurizio, Liguria","Poci A., Le anfore di età romana (I sec a.C – V d.C-) dall’insediamento alla foce del torrente Prino, Imperia-Porto Maurizio, tesi di laurea Università di Pisa, 2013.",EI,1,200,Gauloise 9,Gaul,1.0,,-27,25,,43.881882,9011-08-01 00:00:00,"Porto Maurizio, Liguria",Porto Maurizio,urban,,Gauloise 9,Gauloise 9,,wine,"unknown, but wine is the strongest possibility"
846,845,"Porto Maurizio, Liguria","Poci A., Le anfore di età romana (I sec a.C – V d.C-) dall’insediamento alla foce del torrente Prino, Imperia-Porto Maurizio, tesi di laurea Università di Pisa, 2013.",EI,1,200,Dr 28,Tarraconesis,1.0,,1,150,,43.881882,9011-08-01 00:00:00,"Porto Maurizio, Liguria",Porto Maurizio,urban,,Dr 28,Dr 28,,wine,
847,846,"Porto Maurizio, Liguria","Poci A., Le anfore di età romana (I sec a.C – V d.C-) dall’insediamento alla foce del torrente Prino, Imperia-Porto Maurizio, tesi di laurea Università di Pisa, 2013.",EI,1,200,Dr 2-4_2,Tarraconesis,37.0,,-25,200,,43.881882,9011-08-01 00:00:00,"Porto Maurizio, Liguria",Porto Maurizio,urban,,Dr 2-4,Dr 2-4,,wine,
848,847,"Porto Maurizio, Liguria","Poci A., Le anfore di età romana (I sec a.C – V d.C-) dall’insediamento alla foce del torrente Prino, Imperia-Porto Maurizio, tesi di laurea Università di Pisa, 2013.",EI,1,200,Dr 7-11,Tarraconesis,1.0,,-30,96,,43.881882,9011-08-01 00:00:00,"Porto Maurizio, Liguria",Porto Maurizio,urban,,Dr 7-11,Dr 7-11,"probably all these types should be merged, because they have the same content and provenance, but because they were separated in the publications I used (I have found no explanation why? different workshops?) I left them like this",fish sauce,
849,848,"Porto Maurizio, Liguria","Poci A., Le anfore di età romana (I sec a.C – V d.C-) dall’insediamento alla foce del torrente Prino, Imperia-Porto Maurizio, tesi di laurea Università di Pisa, 2013.",EI,1,200,Dr 20,Baetica,21.0,,1,300,,43.881882,9011-08-01 00:00:00,"Porto Maurizio, Liguria",Porto Maurizio,urban,,Dr 20,Dr 20,,olive oil,
850,849,"Porto Maurizio, Liguria","Poci A., Le anfore di età romana (I sec a.C – V d.C-) dall’insediamento alla foce del torrente Prino, Imperia-Porto Maurizio, tesi di laurea Università di Pisa, 2013.",EI,1,200,Haltern 70,Baetica,6.0,,-80,192,,43.881882,9011-08-01 00:00:00,"Porto Maurizio, Liguria",Porto Maurizio,urban,,Haltern 70,Haltern 70,,defrutum,
851,850,"Porto Maurizio, Liguria","Poci A., Le anfore di età romana (I sec a.C – V d.C-) dall’insediamento alla foce del torrente Prino, Imperia-Porto Maurizio, tesi di laurea Università di Pisa, 2013.",EI,1,200,Baetican,Baetica,3.0,,1,200,,43.881882,9011-08-01 00:00:00,"Porto Maurizio, Liguria",Porto Maurizio,urban,,Baetican,Baetican,,unknown,
852,851,"Porto Maurizio, Liguria","Poci A., Le anfore di età romana (I sec a.C – V d.C-) dall’insediamento alla foce del torrente Prino, Imperia-Porto Maurizio, tesi di laurea Università di Pisa, 2013.",EI,1,200,Dr 2-4_6,Baetica,26.0,,1,125,,43.881882,9011-08-01 00:00:00,"Porto Maurizio, Liguria",Porto Maurizio,urban,,Dr 2-4,Dr 2-4,,wine,
853,852,"Porto Maurizio, Liguria","Poci A., Le anfore di età romana (I sec a.C – V d.C-) dall’insediamento alla foce del torrente Prino, Imperia-Porto Maurizio, tesi di laurea Università di Pisa, 2013.",EI,1,200,Dr 7-11,Baetica,4.0,,-30,96,,43.881882,9011-08-01 00:00:00,"Porto Maurizio, Liguria",Porto Maurizio,urban,,Dr 7-11,Dr 7-11,"probably all these types should be merged, because they have the same content and provenance, but because they were separated in the publications I used (I have found no explanation why? different workshops?) I left them like this",fish sauce,
854,853,"Porto Maurizio, Liguria","Poci A., Le anfore di età romana (I sec a.C – V d.C-) dall’insediamento alla foce del torrente Prino, Imperia-Porto Maurizio, tesi di laurea Università di Pisa, 2013.",EI,1,200,Beltran IIB,Baetica,2.0,,15,150,,43.881882,9011-08-01 00:00:00,"Porto Maurizio, Liguria",Porto Maurizio,urban,,Beltran IIB,Beltran IIB,,fish sauce,
855,854,"Porto Maurizio, Liguria","Poci A., Le anfore di età romana (I sec a.C – V d.C-) dall’insediamento alla foce del torrente Prino, Imperia-Porto Maurizio, tesi di laurea Università di Pisa, 2013.",EI,1,200,Dr 2-4_1,Africa,2.0,,-25,100,,43.881882,9011-08-01 00:00:00,"Porto Maurizio, Liguria",Porto Maurizio,urban,,Dr 2-4,Dr 2-4,,wine,
856,855,"Porto Maurizio, Liguria","Poci A., Le anfore di età romana (I sec a.C – V d.C-) dall’insediamento alla foce del torrente Prino, Imperia-Porto Maurizio, tesi di laurea Università di Pisa, 2013.",EI,1,200,Dr 2-4,Aegean,2.0,,-100,200,,43.881882,9011-08-01 00:00:00,"Porto Maurizio, Liguria",Porto Maurizio,urban,,Dr 2-4,Dr 2-4,,wine,
857,856,"Porto Maurizio, Liguria","Poci A., Le anfore di età romana (I sec a.C – V d.C-) dall’insediamento alla foce del torrente Prino, Imperia-Porto Maurizio, tesi di laurea Università di Pisa, 2013.",EI/LI,1,200,African,Africa,2.0,,1,200,,43.881882,9011-08-01 00:00:00,"Porto Maurizio, Liguria",Porto Maurizio,urban,,African,African,merge with Africana,unknown,
858,857,"Porto Maurizio, Liguria","Poci A., Le anfore di età romana (I sec a.C – V d.C-) dall’insediamento alla foce del torrente Prino, Imperia-Porto Maurizio, tesi di laurea Università di Pisa, 2013.",LI,1,200,AfricanaI,Africa,2.0,,150,400,,43.881882,9011-08-01 00:00:00,"Porto Maurizio, Liguria",Porto Maurizio,urban,,AfricanaI,AfricanaI,,olive oil,
859,858,"Porto Maurizio, Liguria","Poci A., Le anfore di età romana (I sec a.C – V d.C-) dall’insediamento alla foce del torrente Prino, Imperia-Porto Maurizio, tesi di laurea Università di Pisa, 2013.",LI,1,200,Keay 25,Africa,1.0,,300,450,,43.881882,9011-08-01 00:00:00,"Porto Maurizio, Liguria",Porto Maurizio,urban,,Keay 25,Keay 25,,unknown,
860,859,"Porto Maurizio, Liguria","Poci A., Le anfore di età romana (I sec a.C – V d.C-) dall’insediamento alla foce del torrente Prino, Imperia-Porto Maurizio, tesi di laurea Università di Pisa, 2013.",LR,1,200,Dr 1,Tyrrhenian Italy,5.0,,-150,-50,,43.881882,9011-08-01 00:00:00,"Porto Maurizio, Liguria",Porto Maurizio,urban,,Dr 1,Dr 1,,wine,
861,860,"Porto Maurizio, Liguria","Poci A., Le anfore di età romana (I sec a.C – V d.C-) dall’insediamento alla foce del torrente Prino, Imperia-Porto Maurizio, tesi di laurea Università di Pisa, 2013.",LR/EI,-100,50,Pascual 1,Tarraconesis,5.0,,-50,79,,43.881882,9011-08-01 00:00:00,"Porto Maurizio, Liguria",Porto Maurizio,urban,,Pascual 1,Pascual 1,,wine,
862,861,"Rione Terra, Puteoli","De Filippo M. 2014: ‘Anfore dal Rione Terra, Pozzuoli (Napoli)’, RCRF Acta 43, p. 335-343.",EI,1,200,AfricanaIA,Africa,10.0,,150,400,https://pleiades.stoa.org/places/127450726,40.820922,14.119851,"Rione Terra, Puteoli",Puteoli,urban,,AfricanaIA,AfricanaIA,,olive oil,
863,862,"Rione Terra, Puteoli","De Filippo M. 2014: ‘Anfore dal Rione Terra, Pozzuoli (Napoli)’, RCRF Acta 43, p. 335-343.",EI,1,200,AfricanaIB,Africa,10.0,,150,400,https://pleiades.stoa.org/places/127450726,40.820922,14.119851,"Rione Terra, Puteoli",Puteoli,urban,,AfricanaIB,AfricanaIB,,olive oil,
864,863,"Rione Terra, Puteoli","De Filippo M. 2014: ‘Anfore dal Rione Terra, Pozzuoli (Napoli)’, RCRF Acta 43, p. 335-343.",EI,1,200,AfricanaIC,Africa,10.0,,150,400,https://pleiades.stoa.org/places/127450726,40.820922,14.119851,"Rione Terra, Puteoli",Puteoli,urban,,AfricanaIC,AfricanaIC,,olive oil,
865,864,"Rione Terra, Puteoli","De Filippo M. 2014: ‘Anfore dal Rione Terra, Pozzuoli (Napoli)’, RCRF Acta 43, p. 335-343.",EI,1,200,AfricanaIIA,Africa,1.0,,150,300,https://pleiades.stoa.org/places/127450726,40.820922,14.119851,"Rione Terra, Puteoli",Puteoli,urban,,AfricanaIIA,AfricanaIIA,,unknown,"wine and fish sauce suggested, https://halshs.archives-ouvertes.fr/halshs-03506183/document"
866,865,"Rione Terra, Puteoli","De Filippo M. 2014: ‘Anfore dal Rione Terra, Pozzuoli (Napoli)’, RCRF Acta 43, p. 335-343.",EI,1,200,Ostia VI 263,Africa,5.0,,150,200,https://pleiades.stoa.org/places/127450726,40.820922,14.119851,"Rione Terra, Puteoli",Puteoli,urban,,Ostia VI 263,Ostia VI 263,,fish sauce,"Panella, Rizzo 2014, 236, tab 32b"
867,866,"Rione Terra, Puteoli","De Filippo M. 2014: ‘Anfore dal Rione Terra, Pozzuoli (Napoli)’, RCRF Acta 43, p. 335-343.",EI,1,200,Schoene-Mau 38,Aegean,9.0,,-200,125,https://pleiades.stoa.org/places/127450726,40.820922,14.119851,"Rione Terra, Puteoli",Puteoli,urban,,Schoene-Mau 38,Schoene-Mau 38,,wine,
868,867,"Rione Terra, Puteoli","De Filippo M. 2014: ‘Anfore dal Rione Terra, Pozzuoli (Napoli)’, RCRF Acta 43, p. 335-343.",EI,1,200,Agora F65-66,Anatolia,5.0,,-50,400,https://pleiades.stoa.org/places/127450726,40.820922,14.119851,"Rione Terra, Puteoli",Puteoli,urban,,Agora F65-66,Agora F65-66,,wine,"Panell, Rizzo 2014, 390"
869,868,"Rione Terra, Puteoli","De Filippo M. 2014: ‘Anfore dal Rione Terra, Pozzuoli (Napoli)’, RCRF Acta 43, p. 335-343.",EI,1,200,AC2,Aegean,1.0,,1,225,https://pleiades.stoa.org/places/127450726,40.820922,14.119851,"Rione Terra, Puteoli",Puteoli,urban,,AC2,AC2,,wine,
870,869,"Rione Terra, Puteoli","De Filippo M. 2014: ‘Anfore dal Rione Terra, Pozzuoli (Napoli)’, RCRF Acta 43, p. 335-343.",EI,1,200,Agora M329,Cilicia,2.0,,1,200,https://pleiades.stoa.org/places/127450726,40.820922,14.119851,"Rione Terra, Puteoli",Puteoli,urban,,Agora M329,Agora M329,,wine,
871,870,"Rione Terra, Puteoli","De Filippo M. 2014: ‘Anfore dal Rione Terra, Pozzuoli (Napoli)’, RCRF Acta 43, p. 335-343.",EI,1,200,Dr 24,Aegean,1.0,,1,300,https://pleiades.stoa.org/places/127450726,40.820922,14.119851,"Rione Terra, Puteoli",Puteoli,urban,,Dr 24,Dr 24,,olive oil,"Panella, Rizzo 2014, 90, tab. 7"
872,871,"Rione Terra, Puteoli","De Filippo M. 2014: ‘Anfore dal Rione Terra, Pozzuoli (Napoli)’, RCRF Acta 43, p. 335-343.",EI,1,200,SIVC,Black Sea,1.0,,1,300,https://pleiades.stoa.org/places/127450726,40.820922,14.119851,"Rione Terra, Puteoli",Puteoli,urban,,SIVC,SIVC,,wine,"after Panella, Rizzo 2014, 90, tab. 7"
873,872,"Rione Terra, Puteoli","De Filippo M. 2014: ‘Anfore dal Rione Terra, Pozzuoli (Napoli)’, RCRF Acta 43, p. 335-343.",EI,1,200,Kapitan 2,Aegean/Oriental,2.0,,175,400,https://pleiades.stoa.org/places/127450726,40.820922,14.119851,"Rione Terra, Puteoli",Puteoli,urban,,Kapitan 2,Kapitan 2,,wine,
874,873,"Rione Terra, Puteoli","De Filippo M. 2014: ‘Anfore dal Rione Terra, Pozzuoli (Napoli)’, RCRF Acta 43, p. 335-343.",EI,1,200,Dr 20,Baetica,1.0,,1,300,https://pleiades.stoa.org/places/127450726,40.820922,14.119851,"Rione Terra, Puteoli",Puteoli,urban,,Dr 20,Dr 20,,olive oil,
875,874,"Rione Terra, Puteoli","De Filippo M. 2014: ‘Anfore dal Rione Terra, Pozzuoli (Napoli)’, RCRF Acta 43, p. 335-343.",EI/LI,200,400,Tripolitana ,Tripolitania,1.0,,1,440,https://pleiades.stoa.org/places/127450726,40.820922,14.119851,"Rione Terra, Puteoli",Puteoli,urban,,Tripolitana ,Tripolitana ,,unknown,
876,875,"Rione Terra, Puteoli","De Filippo M. 2014: ‘Anfore dal Rione Terra, Pozzuoli (Napoli)’, RCRF Acta 43, p. 335-343.",EI/LI,200,400,Dr 30,Africa,16.0,,200,400,https://pleiades.stoa.org/places/127450726,40.820922,14.119851,"Rione Terra, Puteoli",Puteoli,urban,,Dr 30,Dr 30,,wine,
877,876,"Rione Terra, Puteoli","De Filippo M. 2014: ‘Anfore dal Rione Terra, Pozzuoli (Napoli)’, RCRF Acta 43, p. 335-343.",EI/LI,200,400,proto-LR1,Orient,6.0,,200,300,https://pleiades.stoa.org/places/127450726,40.820922,14.119851,"Rione Terra, Puteoli",Puteoli,urban,,proto-LR1,proto-LR1,,wine,
878,877,"Rione Terra, Puteoli","De Filippo M. 2014: ‘Anfore dal Rione Terra, Pozzuoli (Napoli)’, RCRF Acta 43, p. 335-343.",EI/LI,200,400,Agora M254,Sicilia,10.0,,1,400,https://pleiades.stoa.org/places/127450726,40.820922,14.119851,"Rione Terra, Puteoli",Puteoli,urban,,Agora M254,Agora M254,,wine,
879,878,"Rione Terra, Puteoli","De Filippo M. 2014: ‘Anfore dal Rione Terra, Pozzuoli (Napoli)’, RCRF Acta 43, p. 335-343.",LI,300,700,AfricanaIIC,Africa,7.0,,150,400,https://pleiades.stoa.org/places/127450726,40.820922,14.119851,"Rione Terra, Puteoli",Puteoli,urban,,AfricanaIIC,AfricanaIIC,,fish sauce,https://halshs.archives-ouvertes.fr/halshs-03506183/document
880,878,"Rione Terra, Puteoli","De Filippo M. 2014: ‘Anfore dal Rione Terra, Pozzuoli (Napoli)’, RCRF Acta 43, p. 335-343.",LI,300,700,AfricanaIIC,Africa,7.0,,150,400,https://pleiades.stoa.org/places/127450726,40.820922,14.119851,"Rione Terra, Puteoli",Puteoli,urban,,AfricanaIIC,AfricanaIIC,,unknown,https://halshs.archives-ouvertes.fr/halshs-03506183/document
881,879,"Rione Terra, Puteoli","De Filippo M. 2014: ‘Anfore dal Rione Terra, Pozzuoli (Napoli)’, RCRF Acta 43, p. 335-343.",LI,300,700,AfricanaIID,Africa,16.0,,150,400,https://pleiades.stoa.org/places/127450726,40.820922,14.119851,"Rione Terra, Puteoli",Puteoli,urban,,AfricanaIID,AfricanaIID,,unknown,https://halshs.archives-ouvertes.fr/halshs-03506183/document
882,880,"Rione Terra, Puteoli","De Filippo M. 2014: ‘Anfore dal Rione Terra, Pozzuoli (Napoli)’, RCRF Acta 43, p. 335-343.",LI,300,700,AfricanaIIIA,Africa,3.0,,275,400,https://pleiades.stoa.org/places/127450726,40.820922,14.119851,"Rione Terra, Puteoli",Puteoli,urban,,AfricanaIIIA,AfricanaIIIA,,wine,https://halshs.archives-ouvertes.fr/halshs-03506183/document
883,881,"Rione Terra, Puteoli","De Filippo M. 2014: ‘Anfore dal Rione Terra, Pozzuoli (Napoli)’, RCRF Acta 43, p. 335-343.",LI,300,700,Chalk 6,unknown,3.0,,250,400,https://pleiades.stoa.org/places/127450726,40.820922,14.119851,"Rione Terra, Puteoli",Puteoli,urban,,Chalk 6,Chalk 6,,unknown,
884,882,"Rione Terra, Puteoli","De Filippo M. 2014: ‘Anfore dal Rione Terra, Pozzuoli (Napoli)’, RCRF Acta 43, p. 335-343.",LI,300,700,Dr 23,Baetica,17.0,,250,525,https://pleiades.stoa.org/places/127450726,40.820922,14.119851,"Rione Terra, Puteoli",Puteoli,urban,,Dr 23,Dr 23,,olive oil,
885,883,"Rione Terra, Puteoli","De Filippo M. 2014: ‘Anfore dal Rione Terra, Pozzuoli (Napoli)’, RCRF Acta 43, p. 335-343.",EI,1,200,Beltran 68,Baetica,3.0,,150,200,https://pleiades.stoa.org/places/127450726,40.820922,14.119851,"Rione Terra, Puteoli",Puteoli,urban,,Beltran 68,Beltran 68,,wine,"based on the shape heredited proably after Gaulish amphoras, see http://amphorae.icac.cat/amphora/beltran-68-baetica-coast"
886,884,"Rione Terra, Puteoli","De Filippo M. 2014: ‘Anfore dal Rione Terra, Pozzuoli (Napoli)’, RCRF Acta 43, p. 335-343.",LI,300,700,Beltran 72,Baetica,2.0,,250,500,https://pleiades.stoa.org/places/127450726,40.820922,14.119851,"Rione Terra, Puteoli",Puteoli,urban,,Beltran 72,Beltran 72,,fish sauce,
887,885,"Rione Terra, Puteoli","De Filippo M. 2014: ‘Anfore dal Rione Terra, Pozzuoli (Napoli)’, RCRF Acta 43, p. 335-343.",LI,300,700,Almagro 51C,Lusitania,4.0,,200,500,https://pleiades.stoa.org/places/127450726,40.820922,14.119851,"Rione Terra, Puteoli",Puteoli,urban,,Almagro 51C,Almagro 51C,,fish sauce,
888,886,"Rione Terra, Puteoli","De Filippo M. 2014: ‘Anfore dal Rione Terra, Pozzuoli (Napoli)’, RCRF Acta 43, p. 335-343.",LI,300,700,Mid-Roman Campanian,Tyrrhenian Italy,28.0,,150,300,https://pleiades.stoa.org/places/127450726,40.820922,14.119851,"Rione Terra, Puteoli",Puteoli,urban,,Mid-Roman Campanian,Mid-Roman Campanian,,wine,Campania was famous for wine production
889,887,"Rione Terra, Puteoli","De Filippo M. 2014: ‘Anfore dal Rione Terra, Pozzuoli (Napoli)’, RCRF Acta 43, p. 335-343.",LI,300,700,Ostia I 455/IV 166,Sicilia,8.0,,300,600,https://pleiades.stoa.org/places/127450726,40.820922,14.119851,"Rione Terra, Puteoli",Puteoli,urban,,Ostia I 455/IV 166,Ostia I 455/IV 166,,unknown,
